サイト名,店舗名,住所(アクセス含む),電話番号,説明文,料金表の下の説明文,画像URL,タイプ,広さ(約畳）,広さ(幅ｘ奥行ｘ高さ),月額料金,キャンペーン料金,空き状況
"キュラーズ ",キュラーズ厚木店（神奈川県厚木市）,"神奈川県厚木市妻田東2-1-1 小田急線「本厚木駅」北口よりバス10分 三家入口停前下車",0120-15-9773,"トランクルーム・キュラーズ厚木店を選ぶ理由 129号沿いでアクセス便利　無料専用駐車場2台完備　空調完備の室内型トランクルーム トランクルーム・キュラーズ厚木店は神奈川エリア3番目のキュラーズ店舗になります。129号線沿いに位置し、東京方面や藤沢方面からもアクセスしやすい便利な場所にございます。1キロ以上先から確認することが出来るほど大きな青い看板が目印です。 ビル全館トランクルームとなっており、コンテナタイプの収納施設が多い厚木エリアでは珍しい室内型のトランクルーム施設となっています。空調の影響を受けやすい衣類や家具、楽器類などの保管場所をお探しの方々から大変ご好評をいただいております。無料専用駐車場も2台完備し、搬出入に便利な台車もご用意致しておりますので大きな荷物の搬出入もスムーズに行っていただくことが可能です。店舗スタッフが毎日常駐致しておりますので、店舗の見学や収納に関するご相談などお気軽にお問合せください。厚木、海老名周辺にて収納スペースをお探しならぜひトランクルーム・キュラーズ厚木店をご利用ください。ご来店、お待ちしております。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_atsugi/photo01.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo02.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo03.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo04.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo05.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo06.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo07.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo08.jpg,1.3畳,1.30,,12200,8540,残りわずか
"キュラーズ ",キュラーズ厚木店（神奈川県厚木市）,"神奈川県厚木市妻田東2-1-1 小田急線「本厚木駅」北口よりバス10分 三家入口停前下車",0120-15-9773,"トランクルーム・キュラーズ厚木店を選ぶ理由 129号沿いでアクセス便利　無料専用駐車場2台完備　空調完備の室内型トランクルーム トランクルーム・キュラーズ厚木店は神奈川エリア3番目のキュラーズ店舗になります。129号線沿いに位置し、東京方面や藤沢方面からもアクセスしやすい便利な場所にございます。1キロ以上先から確認することが出来るほど大きな青い看板が目印です。 ビル全館トランクルームとなっており、コンテナタイプの収納施設が多い厚木エリアでは珍しい室内型のトランクルーム施設となっています。空調の影響を受けやすい衣類や家具、楽器類などの保管場所をお探しの方々から大変ご好評をいただいております。無料専用駐車場も2台完備し、搬出入に便利な台車もご用意致しておりますので大きな荷物の搬出入もスムーズに行っていただくことが可能です。店舗スタッフが毎日常駐致しておりますので、店舗の見学や収納に関するご相談などお気軽にお問合せください。厚木、海老名周辺にて収納スペースをお探しならぜひトランクルーム・キュラーズ厚木店をご利用ください。ご来店、お待ちしております。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_atsugi/photo01.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo02.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo03.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo04.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo05.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo06.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo07.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo08.jpg,1.6畳,1.60,,14700,10290,○
"キュラーズ ",キュラーズ厚木店（神奈川県厚木市）,"神奈川県厚木市妻田東2-1-1 小田急線「本厚木駅」北口よりバス10分 三家入口停前下車",0120-15-9773,"トランクルーム・キュラーズ厚木店を選ぶ理由 129号沿いでアクセス便利　無料専用駐車場2台完備　空調完備の室内型トランクルーム トランクルーム・キュラーズ厚木店は神奈川エリア3番目のキュラーズ店舗になります。129号線沿いに位置し、東京方面や藤沢方面からもアクセスしやすい便利な場所にございます。1キロ以上先から確認することが出来るほど大きな青い看板が目印です。 ビル全館トランクルームとなっており、コンテナタイプの収納施設が多い厚木エリアでは珍しい室内型のトランクルーム施設となっています。空調の影響を受けやすい衣類や家具、楽器類などの保管場所をお探しの方々から大変ご好評をいただいております。無料専用駐車場も2台完備し、搬出入に便利な台車もご用意致しておりますので大きな荷物の搬出入もスムーズに行っていただくことが可能です。店舗スタッフが毎日常駐致しておりますので、店舗の見学や収納に関するご相談などお気軽にお問合せください。厚木、海老名周辺にて収納スペースをお探しならぜひトランクルーム・キュラーズ厚木店をご利用ください。ご来店、お待ちしております。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_atsugi/photo01.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo02.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo03.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo04.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo05.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo06.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo07.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo08.jpg,2畳,2.00,,18400,12880,残りわずか
"キュラーズ ",キュラーズ厚木店（神奈川県厚木市）,"神奈川県厚木市妻田東2-1-1 小田急線「本厚木駅」北口よりバス10分 三家入口停前下車",0120-15-9773,"トランクルーム・キュラーズ厚木店を選ぶ理由 129号沿いでアクセス便利　無料専用駐車場2台完備　空調完備の室内型トランクルーム トランクルーム・キュラーズ厚木店は神奈川エリア3番目のキュラーズ店舗になります。129号線沿いに位置し、東京方面や藤沢方面からもアクセスしやすい便利な場所にございます。1キロ以上先から確認することが出来るほど大きな青い看板が目印です。 ビル全館トランクルームとなっており、コンテナタイプの収納施設が多い厚木エリアでは珍しい室内型のトランクルーム施設となっています。空調の影響を受けやすい衣類や家具、楽器類などの保管場所をお探しの方々から大変ご好評をいただいております。無料専用駐車場も2台完備し、搬出入に便利な台車もご用意致しておりますので大きな荷物の搬出入もスムーズに行っていただくことが可能です。店舗スタッフが毎日常駐致しておりますので、店舗の見学や収納に関するご相談などお気軽にお問合せください。厚木、海老名周辺にて収納スペースをお探しならぜひトランクルーム・キュラーズ厚木店をご利用ください。ご来店、お待ちしております。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_atsugi/photo01.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo02.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo03.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo04.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo05.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo06.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo07.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo08.jpg,2.5畳,2.50,,22700,15890,○
"キュラーズ ",キュラーズ厚木店（神奈川県厚木市）,"神奈川県厚木市妻田東2-1-1 小田急線「本厚木駅」北口よりバス10分 三家入口停前下車",0120-15-9773,"トランクルーム・キュラーズ厚木店を選ぶ理由 129号沿いでアクセス便利　無料専用駐車場2台完備　空調完備の室内型トランクルーム トランクルーム・キュラーズ厚木店は神奈川エリア3番目のキュラーズ店舗になります。129号線沿いに位置し、東京方面や藤沢方面からもアクセスしやすい便利な場所にございます。1キロ以上先から確認することが出来るほど大きな青い看板が目印です。 ビル全館トランクルームとなっており、コンテナタイプの収納施設が多い厚木エリアでは珍しい室内型のトランクルーム施設となっています。空調の影響を受けやすい衣類や家具、楽器類などの保管場所をお探しの方々から大変ご好評をいただいております。無料専用駐車場も2台完備し、搬出入に便利な台車もご用意致しておりますので大きな荷物の搬出入もスムーズに行っていただくことが可能です。店舗スタッフが毎日常駐致しておりますので、店舗の見学や収納に関するご相談などお気軽にお問合せください。厚木、海老名周辺にて収納スペースをお探しならぜひトランクルーム・キュラーズ厚木店をご利用ください。ご来店、お待ちしております。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_atsugi/photo01.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo02.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo03.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo04.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo05.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo06.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo07.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo08.jpg,3.3畳,3.30,,27800,19460,残りわずか
"キュラーズ ",キュラーズ厚木店（神奈川県厚木市）,"神奈川県厚木市妻田東2-1-1 小田急線「本厚木駅」北口よりバス10分 三家入口停前下車",0120-15-9773,"トランクルーム・キュラーズ厚木店を選ぶ理由 129号沿いでアクセス便利　無料専用駐車場2台完備　空調完備の室内型トランクルーム トランクルーム・キュラーズ厚木店は神奈川エリア3番目のキュラーズ店舗になります。129号線沿いに位置し、東京方面や藤沢方面からもアクセスしやすい便利な場所にございます。1キロ以上先から確認することが出来るほど大きな青い看板が目印です。 ビル全館トランクルームとなっており、コンテナタイプの収納施設が多い厚木エリアでは珍しい室内型のトランクルーム施設となっています。空調の影響を受けやすい衣類や家具、楽器類などの保管場所をお探しの方々から大変ご好評をいただいております。無料専用駐車場も2台完備し、搬出入に便利な台車もご用意致しておりますので大きな荷物の搬出入もスムーズに行っていただくことが可能です。店舗スタッフが毎日常駐致しておりますので、店舗の見学や収納に関するご相談などお気軽にお問合せください。厚木、海老名周辺にて収納スペースをお探しならぜひトランクルーム・キュラーズ厚木店をご利用ください。ご来店、お待ちしております。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_atsugi/photo01.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo02.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo03.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo04.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo05.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo06.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo07.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo08.jpg,4畳,4.00,,32100,22470,残りわずか
"キュラーズ ",キュラーズ厚木店（神奈川県厚木市）,"神奈川県厚木市妻田東2-1-1 小田急線「本厚木駅」北口よりバス10分 三家入口停前下車",0120-15-9773,"トランクルーム・キュラーズ厚木店を選ぶ理由 129号沿いでアクセス便利　無料専用駐車場2台完備　空調完備の室内型トランクルーム トランクルーム・キュラーズ厚木店は神奈川エリア3番目のキュラーズ店舗になります。129号線沿いに位置し、東京方面や藤沢方面からもアクセスしやすい便利な場所にございます。1キロ以上先から確認することが出来るほど大きな青い看板が目印です。 ビル全館トランクルームとなっており、コンテナタイプの収納施設が多い厚木エリアでは珍しい室内型のトランクルーム施設となっています。空調の影響を受けやすい衣類や家具、楽器類などの保管場所をお探しの方々から大変ご好評をいただいております。無料専用駐車場も2台完備し、搬出入に便利な台車もご用意致しておりますので大きな荷物の搬出入もスムーズに行っていただくことが可能です。店舗スタッフが毎日常駐致しておりますので、店舗の見学や収納に関するご相談などお気軽にお問合せください。厚木、海老名周辺にて収納スペースをお探しならぜひトランクルーム・キュラーズ厚木店をご利用ください。ご来店、お待ちしております。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_atsugi/photo01.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo02.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo03.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo04.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo05.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo06.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo07.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo08.jpg,5畳,5.00,,38700,27090,残りわずか
"キュラーズ ",キュラーズ厚木店（神奈川県厚木市）,"神奈川県厚木市妻田東2-1-1 小田急線「本厚木駅」北口よりバス10分 三家入口停前下車",0120-15-9773,"トランクルーム・キュラーズ厚木店を選ぶ理由 129号沿いでアクセス便利　無料専用駐車場2台完備　空調完備の室内型トランクルーム トランクルーム・キュラーズ厚木店は神奈川エリア3番目のキュラーズ店舗になります。129号線沿いに位置し、東京方面や藤沢方面からもアクセスしやすい便利な場所にございます。1キロ以上先から確認することが出来るほど大きな青い看板が目印です。 ビル全館トランクルームとなっており、コンテナタイプの収納施設が多い厚木エリアでは珍しい室内型のトランクルーム施設となっています。空調の影響を受けやすい衣類や家具、楽器類などの保管場所をお探しの方々から大変ご好評をいただいております。無料専用駐車場も2台完備し、搬出入に便利な台車もご用意致しておりますので大きな荷物の搬出入もスムーズに行っていただくことが可能です。店舗スタッフが毎日常駐致しておりますので、店舗の見学や収納に関するご相談などお気軽にお問合せください。厚木、海老名周辺にて収納スペースをお探しならぜひトランクルーム・キュラーズ厚木店をご利用ください。ご来店、お待ちしております。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_atsugi/photo01.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo02.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo03.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo04.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo05.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo06.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo07.jpg;http://www.quraz.com/kanagawa/image/_atsugi/photo08.jpg,6.5畳,6.50,,46300,32410,残りわずか
"キュラーズ ",キュラーズ川崎西口店（国道1号線沿い／神奈川県川崎市）,"神奈川県川崎市幸区紺屋町34-1 JR「川崎駅」より車で5分",0120-15-9773,"トランクルーム・キュラーズ川崎西口店（国道1号線沿い）を選ぶ理由 国道1号線沿い　　無料駐車場2台分　　川崎駅からバスで約10分　スタッフ常駐だから初めてでも安心・かんたん利用！　129号沿いでアクセス便利　無料専用駐車場2台完備　川崎駅からバスで約10分 トランクルーム・キュラーズ川崎西口店は国道1号線沿いで、府中街道からもアクセス便利です。無料でお使いいただける駐車場も施設内にご用意していますので、川崎市全体からのみならず、大田区や横浜市方面にお住まいのお客様からもご好評をいただいています。川崎エリアには屋外コンテナの施設が多く存在しますが、通常、家の中で保管する物をしまう場合には、キュラーズのような屋内型のトランクルームで保管いただく方が安心です。また、屋内型のトランクルームでも換気扇が回っているだけだったり、エアコンをかけているだけだったりする施設が一般的ですが、キュラーズでは温度と湿度をセンサーで感知して、自動的に調整しています。オートロックがかかった施設内にはカードキーを持っているお客様だけが24時間入館可能で、防犯カメラによってお客様とお荷物の安全をお守りしています。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_dainikeihi/photo01.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo02.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo03.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo04.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo05.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo06.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo07.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo08.jpg,Box-1,0.00,,3900,2730,残りわずか
"キュラーズ ",キュラーズ川崎西口店（国道1号線沿い／神奈川県川崎市）,"神奈川県川崎市幸区紺屋町34-1 JR「川崎駅」より車で5分",0120-15-9773,"トランクルーム・キュラーズ川崎西口店（国道1号線沿い）を選ぶ理由 国道1号線沿い　　無料駐車場2台分　　川崎駅からバスで約10分　スタッフ常駐だから初めてでも安心・かんたん利用！　129号沿いでアクセス便利　無料専用駐車場2台完備　川崎駅からバスで約10分 トランクルーム・キュラーズ川崎西口店は国道1号線沿いで、府中街道からもアクセス便利です。無料でお使いいただける駐車場も施設内にご用意していますので、川崎市全体からのみならず、大田区や横浜市方面にお住まいのお客様からもご好評をいただいています。川崎エリアには屋外コンテナの施設が多く存在しますが、通常、家の中で保管する物をしまう場合には、キュラーズのような屋内型のトランクルームで保管いただく方が安心です。また、屋内型のトランクルームでも換気扇が回っているだけだったり、エアコンをかけているだけだったりする施設が一般的ですが、キュラーズでは温度と湿度をセンサーで感知して、自動的に調整しています。オートロックがかかった施設内にはカードキーを持っているお客様だけが24時間入館可能で、防犯カメラによってお客様とお荷物の安全をお守りしています。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_dainikeihi/photo01.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo02.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo03.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo04.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo05.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo06.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo07.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo08.jpg,Box-2,0.00,,3900,2730,○
"キュラーズ ",キュラーズ川崎西口店（国道1号線沿い／神奈川県川崎市）,"神奈川県川崎市幸区紺屋町34-1 JR「川崎駅」より車で5分",0120-15-9773,"トランクルーム・キュラーズ川崎西口店（国道1号線沿い）を選ぶ理由 国道1号線沿い　　無料駐車場2台分　　川崎駅からバスで約10分　スタッフ常駐だから初めてでも安心・かんたん利用！　129号沿いでアクセス便利　無料専用駐車場2台完備　川崎駅からバスで約10分 トランクルーム・キュラーズ川崎西口店は国道1号線沿いで、府中街道からもアクセス便利です。無料でお使いいただける駐車場も施設内にご用意していますので、川崎市全体からのみならず、大田区や横浜市方面にお住まいのお客様からもご好評をいただいています。川崎エリアには屋外コンテナの施設が多く存在しますが、通常、家の中で保管する物をしまう場合には、キュラーズのような屋内型のトランクルームで保管いただく方が安心です。また、屋内型のトランクルームでも換気扇が回っているだけだったり、エアコンをかけているだけだったりする施設が一般的ですが、キュラーズでは温度と湿度をセンサーで感知して、自動的に調整しています。オートロックがかかった施設内にはカードキーを持っているお客様だけが24時間入館可能で、防犯カメラによってお客様とお荷物の安全をお守りしています。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_dainikeihi/photo01.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo02.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo03.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo04.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo05.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo06.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo07.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo08.jpg,Box-3,0.00,,5200,3640,残りわずか
"キュラーズ ",キュラーズ川崎西口店（国道1号線沿い／神奈川県川崎市）,"神奈川県川崎市幸区紺屋町34-1 JR「川崎駅」より車で5分",0120-15-9773,"トランクルーム・キュラーズ川崎西口店（国道1号線沿い）を選ぶ理由 国道1号線沿い　　無料駐車場2台分　　川崎駅からバスで約10分　スタッフ常駐だから初めてでも安心・かんたん利用！　129号沿いでアクセス便利　無料専用駐車場2台完備　川崎駅からバスで約10分 トランクルーム・キュラーズ川崎西口店は国道1号線沿いで、府中街道からもアクセス便利です。無料でお使いいただける駐車場も施設内にご用意していますので、川崎市全体からのみならず、大田区や横浜市方面にお住まいのお客様からもご好評をいただいています。川崎エリアには屋外コンテナの施設が多く存在しますが、通常、家の中で保管する物をしまう場合には、キュラーズのような屋内型のトランクルームで保管いただく方が安心です。また、屋内型のトランクルームでも換気扇が回っているだけだったり、エアコンをかけているだけだったりする施設が一般的ですが、キュラーズでは温度と湿度をセンサーで感知して、自動的に調整しています。オートロックがかかった施設内にはカードキーを持っているお客様だけが24時間入館可能で、防犯カメラによってお客様とお荷物の安全をお守りしています。","☆初期費用は、最初の利用料（初月日割り分＋翌月分）とセキュリティカード代金2,300円（税抜）となります。 ☆キャンペーンは、新規お申し込みの方のみ、初期費用期間の翌月から適用となります。（例：1/15利用開始の場合、3/1から適用） ☆キュラーズでは、管理費・事務手数料などが不要なので低予算で最短1ヶ月からの短期利用が可能です！ ☆利便性の良い1階や店舗特有の収納スペース等は、上記料金と異なる場合があります。 ☆上記以外も多数のタイプあり！お得な最新情報は、コールセンターでご案内中！",http://www.quraz.com/kanagawa/image/_dainikeihi/photo01.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo02.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo03.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo04.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo05.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo06.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo07.jpg;http://www.quraz.com/kanagawa/image/_dainikeihi/photo08.jpg,0.4畳,0.40,,6800,4760,残りわずか
